        Date        , GPU Clock [MHz] , Memory Clock [MHz] , GPU Temperature [°C] , Fan Speed (%) [%] , Fan Speed (RPM) [RPM] , GPU Load [%] , Memory Controller Load [%] , Memory Used (Dedicated) [MB] , Memory Used (Dynamic) [MB] , GPU Chip Power Draw [W] , VDDC Power Draw [W] , VDDCI Power Draw [W] , VRM Efficiency [%] , VDDC [V] , CPU Temperature [°C] , System Memory Used [MB] ,
2022-04-16 09:16:40 ,        1216.0   ,           1750.0   ,               74.0   ,              55   ,                2147   ,         48   ,                       32   ,                       2918   ,                      117   ,                 103.6   ,              95.5   ,               10.7   ,             93.2   , 0.9375   ,               50.0   ,                 10155   ,
2022-04-16 09:16:41 ,        1216.0   ,           1750.0   ,               74.0   ,              55   ,                2149   ,        100   ,                       66   ,                       2918   ,                      123   ,                 106.6   ,              87.4   ,               10.7   ,             94.2   , 0.9313   ,               52.0   ,                 10156   ,
2022-04-16 09:16:42 ,        1216.0   ,           1750.0   ,               74.0   ,              55   ,                2149   ,        100   ,                       50   ,                       2918   ,                      123   ,                 107.8   ,              86.2   ,               10.7   ,             94.7   , 0.9313   ,               53.0   ,                 10103   ,
2022-04-16 09:16:43 ,        1216.0   ,           1750.0   ,               75.0   ,              55   ,                2148   ,        100   ,                       11   ,                       2925   ,                      123   ,                 114.6   ,              88.4   ,               10.7   ,             94.4   , 0.9313   ,               51.0   ,                 10104   ,
2022-04-16 09:16:44 ,        1216.0   ,           1750.0   ,               74.0   ,              55   ,                2146   ,        100   ,                       42   ,                       2925   ,                      125   ,                 102.7   ,             102.0   ,               10.7   ,             94.5   , 0.9313   ,               49.0   ,                 10104   ,
2022-04-16 09:16:45 ,        1215.2   ,           1750.0   ,               73.0   ,              55   ,                2151   ,         45   ,                       18   ,                       3110   ,                      131   ,                 108.8   ,              85.4   ,               10.7   ,             94.4   , 0.9313   ,               54.0   ,                 10199   ,
2022-04-16 09:16:46 ,        1216.0   ,           1750.0   ,               73.0   ,              55   ,                2149   ,         99   ,                       49   ,                       3135   ,                      131   ,                 106.1   ,              78.4   ,               10.7   ,             94.2   , 0.9375   ,               51.0   ,                 10182   ,
2022-04-16 09:16:47 ,        1216.0   ,           1750.0   ,               73.0   ,              55   ,                2148   ,         95   ,                       49   ,                       3136   ,                      134   ,                 121.9   ,              86.4   ,               10.7   ,             94.9   , 0.9313   ,               50.0   ,                 10172   ,
2022-04-16 09:16:48 ,        1216.0   ,           1750.0   ,               74.0   ,              55   ,                2149   ,        100   ,                       69   ,                       3095   ,                      134   ,                 105.3   ,              86.5   ,               10.7   ,             94.1   , 0.9313   ,               52.0   ,                 10170   ,
2022-04-16 09:16:49 ,        1216.0   ,           1750.0   ,               74.0   ,              54   ,                2115   ,         96   ,                       53   ,                       3095   ,                      134   ,                  99.7   ,              94.8   ,               10.7   ,             94.1   , 0.9313   ,               49.0   ,                 10194   ,
